Temperatura,Fluxo de calor,Temperatura,Fluxo de calor,Temperatura,Fluxo de calor,Temperatura,Fluxo de calor
º C,W/g,º C,W/g,º C,W/g,º C,W/g
20 ºC/min,20 ºC/min,15 ºC/min,15 ºC/min,10 ºC/min,10 ºC/min,5 ºC/min,5 ºC/min
,,,,"137,5415","-0,5494459","113,4413","-0,2586609"
,,,,"137,5749","-0,5494966","113,4669","-0,258886"
,,,,"137,6095","-0,5495472","113,4827","-0,2590288"
,,,,"137,6425","-0,5495989","113,4996","-0,2591603"
,,,,"137,675","-0,5496506","113,5162","-0,2592836"
,,,,"137,7082","-0,5497026","113,5337","-0,2593986"
,,,,"137,7424","-0,5497546","113,5496","-0,2595146"
,,,,"137,7754","-0,5498089","113,5742","-0,2596861"
,,,,"137,8092","-0,5498652","113,5992","-0,2598524"
,,,,"137,8421","-0,5499228","113,6155","-0,2599633"
,,,,"137,8745","-0,5499813","113,6333","-0,2600746"
,,,,"137,909","-0,5500416","113,6494","-0,260187"
,,,,"137,9417","-0,550103","113,6668","-0,2603006"
,,,,"137,9751","-0,5501656","113,6913","-0,2604717"
,,,,"138,0077","-0,5502286","113,7157","-0,2606411"
,,,,"138,0418","-0,5502919","113,7322","-0,2607541"
,,,,"138,075","-0,5503554","113,749","-0,2608674"
,,,,"138,1079","-0,5504196","113,7651","-0,2609809"
,,,,"138,1418","-0,5504854","113,7818","-0,2610942"
,,,,"138,1748","-0,550552","113,8073","-0,261264"
,,,,"138,2089","-0,550619","113,8324","-0,2614324"
,,,,"138,2416","-0,5506856","113,8491","-0,2615436"
,,,,"138,2752","-0,550752","113,8658","-0,261654"
,,,,"138,308","-0,5508179","113,8823","-0,261764"
,,,,"138,3414","-0,5508835","113,8995","-0,2618742"
,,,,"138,3751","-0,5509491","113,924","-0,2620395"
,,,,"138,4086","-0,5510144","113,9486","-0,2622042"
,,,,"138,4411","-0,5510796","113,965","-0,2623148"
,,,,"138,4752","-0,5511446","113,9819","-0,2624256"
,,,,"138,5085","-0,5512094","113,9985","-0,262536"
,,,,"138,5418","-0,5512739","114,0154","-0,2626465"
,,,,"138,5752","-0,5513379","114,0399","-0,2628133"
,,,,"138,6083","-0,5514016","114,0652","-0,2629812"
,,,,"138,6421","-0,551465","114,0815","-0,2630934"
,,,,"138,674","-0,5515284","114,098","-0,2632064"
,,,,"138,7082","-0,551592","114,1148","-0,2633206"
,,,,"138,7413","-0,5516558","114,1311","-0,2634434"
,,,,"138,775","-0,5517193","114,1561","-0,263646"
,,,,"138,8082","-0,551783","114,181","-0,2638562"
,,,,"138,8416","-0,5518468","114,1977","-0,2640059"
,,,,"138,875","-0,5519104","114,2143","-0,2641694"
,,,,"138,9081","-0,5519736","114,2314","-0,2643374"
,,,,"138,9426","-0,5520367","114,2481","-0,2645088"
,,,,"138,9749","-0,5520995","114,2639","-0,264677"
,,,,"139,0083","-0,552162","114,2893","-0,264924"
,,,,"139,0416","-0,5522241","114,3143","-0,2651738"
,,,,"139,0744","-0,5522859","114,3314","-0,26533"
,,,,"139,1084","-0,5523471","114,3479","-0,2654707"
,,,,"139,1414","-0,5524078","114,3642","-0,2656102"
,,,,"139,1745","-0,5524682","114,3808","-0,2657552"
,,,,"139,207","-0,552528","114,4062","-0,2659568"
,,,,"139,2414","-0,5525872","114,4303","-0,2661338"
,,,,"139,2746","-0,552646","114,4473","-0,2662496"
,,,,"139,3085","-0,5527042","114,4643","-0,2663658"
,,,,"139,3415","-0,552762","114,4812","-0,2664814"
,,,,"139,3745","-0,5528191","114,4978","-0,2665972"
,,,,"139,4084","-0,5528759","114,5216","-0,2667709"
,,,,"139,4416","-0,552932","114,5476","-0,2669446"
,,,,"139,4746","-0,5529876","114,5634","-0,2670608"
,,,,"139,5071","-0,5530428","114,5803","-0,2671766"
,,,,"139,5411","-0,5530974","114,5977","-0,2672914"
,,,,"139,5749","-0,5531516","114,6137","-0,2674056"
,,,,"139,6081","-0,5532051","114,6389","-0,2675762"
,,,,"139,6411","-0,5532584","114,6635","-0,2677457"
,,,,"139,6741","-0,5533111","114,6804","-0,267858"
,,,,"139,7076","-0,5533634","114,6962","-0,2679694"
,,,,"139,7412","-0,5534154","114,7139","-0,2680801"
,,,,"139,7745","-0,5534672","114,7301","-0,2681904"
,,,,"139,808","-0,5535188","114,755","-0,2683542"
,,,,"139,8412","-0,5535713","114,7805","-0,2685188"
,,,,"139,8751","-0,5536244","114,7964","-0,2686287"
,,,,"139,9086","-0,5536783","114,8133","-0,2687385"
,,,,"139,9415","-0,5537329","114,8306","-0,2688488"
,,,,"139,9747","-0,5537886","114,8467","-0,2689597"
,,,,"140,0084","-0,5538452","114,8707","-0,2691283"
,,,,"140,0419","-0,5539026","114,8961","-0,2692984"
,,,,"140,0754","-0,5539602","114,9135","-0,2694136"
,,,,"140,1088","-0,5540182","114,9287","-0,2695299"
,,,,"140,1415","-0,554078","114,9456","-0,2696493"
,,,,"140,1751","-0,5541395","114,963","-0,2697735"
,,,,"140,2082","-0,5542011","114,9791","-0,2699013"
,,,,"140,2409","-0,5542624","115,0046","-0,2700854"
,,,,"140,2752","-0,5543238","115,0294","-0,2702734"
,,,,"140,3075","-0,5543856","115,0461","-0,2703989"
,,,,"140,3413","-0,5544476","115,0631","-0,2705172"
,,,,"140,375","-0,5545092","115,0795","-0,2706341"
,,,,"140,4067","-0,5545704","115,0956","-0,2707506"
,,,,"140,4401","-0,5546312","115,121","-0,2709266"
,,,,"140,4743","-0,554692","115,1462","-0,271105"
,,,,"140,5076","-0,5547524","115,1624","-0,2712231"
,,,,"140,541","-0,5548124","115,179","-0,2713416"
,,,,"140,5744","-0,554872","115,196","-0,2714598"
,,,,"140,608","-0,554931","115,2127","-0,2715774"
,,,,"140,6411","-0,5549895","115,2373","-0,2717533"
,,,,"140,6737","-0,555048","115,2615","-0,2719289"
,,,,"140,7078","-0,5551062","115,2787","-0,2720461"
,,,,"140,7406","-0,5551638","115,2957","-0,2721633"
,,,,"140,7749","-0,555221","115,312","-0,2722802"
,,,,"140,8081","-0,555278","115,329","-0,2723967"
,,,,"140,8418","-0,5553354","115,3537","-0,27257"
,,,,"140,8745","-0,5553925","115,3786","-0,272743"
,,,,"140,908","-0,5554492","115,396","-0,2728581"
,,,,"140,9416","-0,555506","115,412","-0,2729726"
,,,,"140,9745","-0,5555626","115,4289","-0,2730862"
,,,,"141,0081","-0,5556194","115,4453","-0,2731991"
,,,,"141,0408","-0,5556766","115,47","-0,2733674"
,,,,"141,0743","-0,5557337","115,4951","-0,2735346"
,,,,"141,1082","-0,5557906","115,5122","-0,2736456"
,,,,"141,1418","-0,555847","115,5284","-0,2737566"
,,,,"141,1745","-0,555903","115,5454","-0,2738672"
,,,,"141,2082","-0,5559589","115,5619","-0,2739774"
,,,,"141,2411","-0,5560144","115,587","-0,274143"
,,,,"141,2748","-0,5560699","115,6117","-0,2743089"
,,,,"141,3081","-0,556125","115,6286","-0,2744199"
,,,,"141,3411","-0,55618","115,6451","-0,2745316"
,,,,"141,3748","-0,5562346","115,6616","-0,2746433"
,,,,"141,4082","-0,556289","115,6782","-0,2747557"
,,,,"141,4422","-0,5563428","115,695","-0,274869"
,,,,"141,4744","-0,5563962","115,7202","-0,2750392"
,,,,"141,5079","-0,5564492","115,7449","-0,2752108"
,,,,"141,5414","-0,5565019","115,7613","-0,2753284"
,,,,"141,5747","-0,5565541","115,778","-0,2754456"
,,,,"141,608","-0,5566058","115,795","-0,2755625"
,,,,"141,6412","-0,5566571","115,8108","-0,275679"
,,,,"141,6748","-0,556708","115,8362","-0,2758541"
,,,,"141,7088","-0,5567584","115,8606","-0,2760294"
,,,,"141,7411","-0,5568084","115,8768","-0,2761458"
,,,,"141,7748","-0,556858","115,895","-0,2762613"
,,,,"141,8085","-0,5569071","115,911","-0,2763764"
,,,,"141,8413","-0,5569558","115,9272","-0,276492"
,,,,"141,8749","-0,557004","115,953","-0,2766661"
,,,,"141,9084","-0,557052","115,9779","-0,2768408"
,,,,"141,9415","-0,5570997","115,9948","-0,2769572"
,,,,"141,9749","-0,5571472","116,0115","-0,2770742"
,,,,,,"116,028","-0,2771911"
,,,,,,"116,0439","-0,2773076"
,,,,,,"116,0694","-0,2774814"
,,,,,,"116,0944","-0,2776553"
,,,,,,"116,1108","-0,2777711"
,,,,,,"116,1275","-0,2778862"
,,,,,,"116,1438","-0,2780006"
,,,,,,"116,16","-0,2781144"
,,,,,,"116,1859","-0,2782837"
,,,,,,"116,2106","-0,2784511"
,,,,,,"116,2272","-0,278561"
,,,,,,"116,2438","-0,27867"
,,,,,,"116,2601","-0,2787782"
,,,,,,"116,2767","-0,2788858"
,,,,,,"116,302","-0,2790474"
,,,,,,"116,3274","-0,2792088"
,,,,,,"116,3438","-0,2793158"
,,,,,,"116,3605","-0,279422"
,,,,,,"116,3772","-0,2795275"
,,,,,,"116,3939","-0,2796333"
,,,,,,"116,4108","-0,2797399"
,,,,,,"116,4348","-0,2799004"
,,,,,,"116,4596","-0,2800612"
,,,,,,"116,4764","-0,28017"
,,,,,,"116,4933","-0,2802801"
,,,,,,"116,5102","-0,2803906"
,,,,,,"116,5266","-0,2805014"
,,,,,,"116,551","-0,2806675"
,,,,,,"116,5767","-0,2808335"
,,,,,,"116,5932","-0,2809456"
,,,,,,"116,6101","-0,2810583"
,,,,,,"116,6264","-0,2811705"
,,,,,,"116,6428","-0,281282"
,,,,,,"116,6682","-0,2814493"
,,,,,,"116,6938","-0,2816161"
,,,,,,"116,71","-0,2817266"
,,,,,,"116,7271","-0,2818366"
,,,,,,"116,743","-0,2819458"
,,,,,,"116,7605","-0,2820545"
,,,,,,"116,785","-0,2822174"
,,,,,,"116,8101","-0,2823792"
,,,,,,"116,8264","-0,282487"
,,,,,,"116,8433","-0,2825944"
,,,,,,"116,8602","-0,2827017"
,,,,,,"116,8765","-0,2828085"
,,,,,,"116,9015","-0,2829679"
,,,,,,"116,926","-0,283126"
,,,,,,"116,9431","-0,2832302"
,,,,,,"116,9596","-0,2833333"
,,,,,,"116,9752","-0,2834354"
,,,,,,"116,9918","-0,2835372"
,,,,,,"117,0183","-0,2836884"
,,,,,,"117,0429","-0,2838377"
,,,,,,"117,059","-0,2839361"
,,,,,,"117,0756","-0,2840338"
,,,,,,"117,0925","-0,2841306"
,,,,,,"117,1089","-0,2842265"
,,,,,,"117,1259","-0,2843216"
,,,,,,"117,1511","-0,2844636"
,,,,,,"117,176","-0,284606"
,,,,,,"117,1928","-0,2847008"
,,,,,,"117,21","-0,2847953"
,,,,,,"117,2261","-0,2848899"
,,,,,,"117,243","-0,2849851"
,,,,,,"117,2675","-0,285128"
,,,,,,"117,2924","-0,2852704"
,,,,,,"117,3094","-0,2853652"
,,,,,,"117,3259","-0,2854604"
,,,,,,"117,3428","-0,2855555"
,,,,,,"117,3597","-0,2856505"
,,,,,,"117,3842","-0,2857944"
,,,,,,"117,4097","-0,2859388"
,,,,,,"117,4266","-0,286035"
,,,,,,"117,4423","-0,2861312"
,,,,,,"117,4594","-0,2862268"
,,,,,,"117,4757","-0,2863224"
,,,,,,"117,5009","-0,2864661"
,,,,,,"117,5258","-0,2866089"
,,,,,,"117,5422","-0,2867035"
,,,,,,"117,5593","-0,2867982"
,,,,,,"117,5757","-0,2868935"
,,,,,,"117,5926","-0,2869882"
,,,,,,"117,617","-0,2871292"
,,,,,,"117,6417","-0,2872694"
,,,,,,"117,6582","-0,2873623"
,,,,,,"117,6744","-0,2874547"
,,,,,,"117,6924","-0,2875464"
,,,,,,"117,7086","-0,2876375"
,,,,,,"117,7335","-0,2877732"
,,,,,,"117,7582","-0,2879083"
,,,,,,"117,7752","-0,287998"
,,,,,,"117,7923","-0,2880871"
,,,,,,"117,809","-0,288176"
,,,,,,"117,8253","-0,2882646"
,,,,,,"117,842","-0,2883532"
,,,,,,"117,8671","-0,2884865"
,,,,,,"117,8921","-0,2886199"
,,,,,,"117,9083","-0,2887084"
,,,,,,"117,9249","-0,2887966"
,,,,,,"117,9422","-0,2888846"
,,,,,,"117,9585","-0,2889725"
,,,,,,"117,9833","-0,2891045"
,,,,,,"118,0079","-0,2892364"
,,,,,,"118,0245","-0,2893244"
,,,,,,"118,0419","-0,2894128"
,,,,,,"118,0578","-0,2895015"
,,,,,,"118,0748","-0,2895898"
,,,,,,"118,0998","-0,2897214"
,,,,,,"118,1237","-0,2898528"
,,,,,,"118,141","-0,2899408"
,,,,,,"118,1581","-0,2900288"
,,,,,,"118,1744","-0,2901166"
,,,,,,"118,192","-0,2902044"
,,,,,,"118,2165","-0,2903358"
,,,,,,"118,2413","-0,2904669"
,,,,,,"118,2583","-0,2905536"
,,,,,,"118,274","-0,2906406"
,,,,,,"118,2914","-0,2907276"
,,,,,,"118,3077","-0,2908156"
,,,,,,"118,3328","-0,2909486"
,,,,,,"118,3583","-0,2910815"
,,,,,,"118,3748","-0,29117"
,,,,,,"118,3912","-0,291259"
,,,,,,"118,408","-0,2913482"
,,,,,,"118,4244","-0,2914371"
,,,,,,"118,4495","-0,2915695"
,,,,,,"118,4747","-0,2917007"
,,,,,,"118,4906","-0,2917871"
,,,,,,"118,5082","-0,2918728"
,,,,,,"118,5247","-0,291958"
,,,,,,"118,5412","-0,2920428"
,,,,,,"118,5576","-0,292127"
,,,,,,"118,5827","-0,2922522"
,,,,,,"118,6083","-0,2923761"
,,,,,,"118,6244","-0,2924582"
,,,,,,"118,6415","-0,2925394"
,,,,,,"118,6585","-0,2926199"
,,,,,,"118,6745","-0,2926996"
,,,,,,"118,6998","-0,292818"
,,,,,,"118,7242","-0,2929354"
,,,,,,"118,7418","-0,2930125"
,,,,,,"118,7579","-0,2930892"
,,,,,,"118,7736","-0,2931659"
,,,,,,"118,7906","-0,293243"
,,,,,,"118,8159","-0,2933596"
,,,,,,"118,8415","-0,2934766"
,,,,,,"118,8573","-0,293555"
,,,,,,"118,8748","-0,2936336"
,,,,,,"118,8904","-0,2937119"
,,,,,,"118,9073","-0,29379"
,,,,,,"118,9325","-0,2939065"
,,,,,,"118,9573","-0,294023"
,,,,,,"118,9742","-0,2941006"
,,,,,,"118,9913","-0,2941776"
,,,,,,"119,0077","-0,2942546"
,,,,,,"119,0243","-0,2943326"
,,,,,,"119,0489","-0,2944498"
,,,,,,"119,0741","-0,294566"
,,,,,,"119,0901","-0,2946432"
,,,,,,"119,1081","-0,2947205"
,,,,,,"119,1244","-0,2947973"
,,,,,,"119,1406","-0,2948735"
,,,,,,"119,166","-0,2949872"
,,,,,,"119,19","-0,2951008"
,,,,,,"119,2079","-0,2951772"
,,,,,,"119,2244","-0,2952536"
,,,,,,"119,2405","-0,2953293"
,,,,,,"119,2571","-0,2954045"
,,,,,,"119,2741","-0,295479"
,,,,,,"119,2988","-0,2955899"
,,,,,,"119,3241","-0,2956995"
,,,,,,"119,3402","-0,2957719"
,,,,,,"119,357","-0,2958437"
,,,,,,"119,3742","-0,2959153"
,,,,,,"119,3908","-0,2959864"
,,,,,,"119,4158","-0,2960919"
,,,,,,"119,4404","-0,2961964"
,,,,,,"119,4568","-0,2962654"
,,,,,,"119,4743","-0,2963335"
,,,,,,"119,4912","-0,296401"
,,,,,,"119,5068","-0,296468"
,,,,,,"119,5319","-0,2965672"
,,,,,,"119,5568","-0,2966655"
,,,,,,"119,5734","-0,2967305"
,,,,,,"119,5901","-0,296795"
,,,,,,"119,607","-0,2968592"
,,,,,,"119,6232","-0,2969235"
,,,,,,"119,6478","-0,29702"
,,,,,,"119,6724","-0,2971178"
,,,,,,"119,6901","-0,2971838"
,,,,,,"119,7075","-0,2972506"
,,,,,,"119,7238","-0,2973172"
,,,,,,"119,7399","-0,2973843"
,,,,,,"119,7657","-0,2974858"
,,,,,,"119,7903","-0,2975875"
,,,,,,"119,8069","-0,297655"
,,,,,,"119,8235","-0,2977234"
,,,,,,"119,8397","-0,2977917"
,,,,,,"119,8564","-0,2978605"
,,,,,,"119,882","-0,2979641"
,,,,,,"119,9074","-0,2980676"
,,,,,,"119,9238","-0,2981365"
,,,,,,"119,9408","-0,2982056"
,,,,,,"119,9564","-0,2982743"
,,,,,,"119,9731","-0,2983432"
,,,,,,"119,9896","-0,2984118"
,,,,,,"120,0149","-0,2985144"
,,,,,,"120,0395","-0,2986172"
,,,,,,"120,0563","-0,2986854"
,,,,,,"120,0726","-0,2987532"
,,,,,,"120,0902","-0,298821"
,,,,,,"120,1059","-0,2988885"
,,,,,,"120,1315","-0,2989892"
,,,,,,"120,1556","-0,2990888"
,,,,,,"120,1732","-0,2991545"
,,,,,,"120,1894","-0,2992195"
,,,,,,"120,2062","-0,299284"
,,,,,,"120,223","-0,2993479"
,,,,,,"120,2487","-0,2994428"
,,,,,,"120,2734","-0,2995369"
,,,,,,"120,2905","-0,299599"
,,,,,,"120,3061","-0,2996606"
,,,,,,"120,3229","-0,2997217"
,,,,,,"120,3402","-0,2997828"
,,,,,,"120,3648","-0,2998736"
,,,,,,"120,3896","-0,2999635"
,,,,,,"120,4068","-0,3000234"
,,,,,,"120,423","-0,3000835"
,,,,,,"120,4397","-0,300144"
,,,,,,"120,4562","-0,3002047"
,,,,,,"120,4813","-0,3002956"
,,,,,,"120,5053","-0,3003872"
,,,,,,"120,5234","-0,3004494"
,,,,,,"120,5396","-0,3005123"
,,,,,,"120,5567","-0,3005756"
,,,,,,"120,573","-0,3006395"
,,,,,,"120,5975","-0,3007351"
,,,,,,"120,623","-0,30083"
,,,,,,"120,6392","-0,3008928"
,,,,,,"120,6558","-0,3009555"
,,,,,,"120,6726","-0,301018"
,,,,,,"120,6893","-0,3010805"
,,,,,,"120,7058","-0,3011428"
,,,,,,"120,7303","-0,301236"
,,,,,,"120,7562","-0,3013289"
,,,,,,"120,7725","-0,3013906"
,,,,,,"120,7892","-0,3014521"
,,,,,,"120,8053","-0,3015137"
,,,,,,"120,8221","-0,3015756"
,,,,,,"120,8472","-0,3016693"
,,,,,,"120,8723","-0,301763"
,,,,,,"120,8888","-0,3018252"
,,,,,,"120,9061","-0,301887"
,,,,,,"120,9216","-0,3019487"
,,,,,,"120,9387","-0,30201"
,,,,,,"120,9642","-0,3021011"
,,,,,,"120,9889","-0,3021919"
,,,,,,"121,0053","-0,302252"
,,,,,,"121,0221","-0,3023114"
,,,,,,"121,0389","-0,3023704"
,,,,,,"121,0555","-0,3024288"
,,,,,,"121,0805","-0,3025162"
,,,,,,"121,1053","-0,3026032"
,,,,,,"121,1219","-0,3026606"
,,,,,,"121,1377","-0,3027175"
,,,,,,"121,1558","-0,302774"
,,,,,,"121,1719","-0,30283"
,,,,,,"121,1966","-0,3029132"
,,,,,,"121,2219","-0,3029955"
,,,,,,"121,239","-0,3030506"
,,,,,,"121,2552","-0,3031057"
,,,,,,"121,2723","-0,3031606"
,,,,,,"121,2888","-0,3032157"
,,,,,,"121,3137","-0,3032992"
,,,,,,"121,3381","-0,3033838"
,,,,,,"121,3561","-0,3034403"
,,,,,,"121,3719","-0,3034971"
,,,,,,"121,3888","-0,3035545"
,,,,,,"121,4052","-0,303612"
,,,,,,"121,4226","-0,3036692"
,,,,,,"121,447","-0,303755"
,,,,,,"121,4719","-0,3038406"
,,,,,,"121,4879","-0,3038984"
,,,,,,"121,5045","-0,3039563"
,,,,,,"121,5216","-0,3040142"
,,,,,,"121,538","-0,3040717"
,,,,,,"121,563","-0,3041587"
,,,,,,"121,588","-0,3042454"
,,,,,,"121,6045","-0,3043026"
,,,,,,"121,6209","-0,3043594"
,,,,,,"121,6376","-0,3044158"
,,,,,,"121,6546","-0,3044722"
,,,,,,"121,6799","-0,3045568"
,,,,,,"121,7052","-0,3046405"
,,,,,,"121,7216","-0,304696"
,,,,,,"121,738","-0,3047515"
,,,,,,"121,7547","-0,304807"
,,,,,,"121,7723","-0,3048622"
,,,,,,"121,7963","-0,3049443"
,,,,,,"121,8211","-0,3050256"
,,,,,,"121,8386","-0,3050795"
,,,,,,"121,8549","-0,3051328"
,,,,,,"121,8708","-0,305186"
,,,,,,"121,8886","-0,3052388"
,,,,,,"121,9131","-0,3053177"
,,,,,,"121,9382","-0,3053959"
,,,,,,"121,9551","-0,3054475"
,,,,,,"121,9716","-0,3054987"
,,,,,,"121,9882","-0,3055496"
,,,,,,"122,0051","-0,3056"
,,,,,,"122,0299","-0,305675"
,,,,,,"122,0548","-0,3057495"
,,,,,,"122,0715","-0,3057986"
,,,,,,"122,0884","-0,3058474"
,,,,,,"122,1049","-0,3058959"
,,,,,,"122,121","-0,305944"
,,,,,,"122,1384","-0,305992"
,,,,,,"122,1628","-0,3060638"
,,,,,,"122,1881","-0,306135"
,,,,,,"122,2049","-0,3061822"
,,,,,,"122,2221","-0,3062294"
,,,,,,"122,2381","-0,3062778"
,,,,,,"122,2544","-0,3063264"
,,,,,,"122,2798","-0,3063992"
,,,,,,"122,305","-0,3064715"
,,,,,,"122,3208","-0,3065195"
,,,,,,"122,3378","-0,3065674"
,,,,,,"122,3549","-0,3066152"
,,,,,,"122,3717","-0,306663"
,,,,,,"122,396","-0,306735"
,,,,,,"122,4206","-0,3068075"
,,,,,,"122,4374","-0,306856"
,,,,,,"122,454","-0,3069046"
,,,,,,"122,471","-0,3069533"
,,,,,,"122,4872","-0,307002"
,,,,,,"122,5126","-0,3070747"
,,,,,,"122,5377","-0,307147"
,,,,,,"122,5556","-0,3071954"
,,,,,,"122,5703","-0,3072434"
,,,,,,"122,5877","-0,3072912"
,,,,,,"122,6047","-0,3073392"
,,,,,,"122,6294","-0,3074108"
,,,,,,"122,6546","-0,3074825"
,,,,,,"122,6708","-0,3075304"
,,,,,,"122,6879","-0,3075781"
,,,,,,"122,7037","-0,3076254"
,,,,,,"122,7208","-0,3076728"
,,,,,,"122,7461","-0,3077435"
,,,,,,"122,771","-0,3078135"
,,,,,,"122,7875","-0,30786"
,,,,,,"122,8033","-0,3079061"
,,,,,,"122,8205","-0,307952"
,,,,,,"122,8368","-0,3079976"
,,,,,,"122,8541","-0,308043"
,,,,,,"122,879","-0,3081105"
,,,,,,"122,904","-0,3081775"
,,,,,,"122,9213","-0,3082218"
,,,,,,"122,9371","-0,308266"
,,,,,,"122,9537","-0,30831"
,,,,,,"122,9708","-0,3083539"
,,,,,,"122,9952","-0,3084196"
,,,,,,"123,0208","-0,3084856"
,,,,,,"123,0376","-0,30853"
,,,,,,"123,0538","-0,308575"
,,,,,,"123,071","-0,3086203"
,,,,,,"123,0873","-0,308666"
,,,,,,"123,1121","-0,3087355"
,,,,,,"123,1372","-0,3088058"
,,,,,,"123,1546","-0,3088526"
,,,,,,"123,1708","-0,3088991"
,,,,,,"123,1877","-0,3089459"
,,,,,,"123,2042","-0,308993"
,,,,,,"123,2288","-0,3090634"
,,,,,,"123,254","-0,3091335"
,,,,,,"123,2701","-0,3091802"
,,,,,,"123,2879","-0,309227"
,,,,,,"123,3037","-0,3092737"
,,,,,,"123,3203","-0,3093203"
,,,,,,"123,3451","-0,3093897"
,,,,,,"123,3704","-0,3094587"
,,,,,,"123,3869","-0,3095044"
,,,,,,"123,4042","-0,3095498"
,,,,,,"123,4195","-0,3095948"
,,,,,,"123,4367","-0,3096394"
,,,,,,"123,4619","-0,309706"
,,,,,,"123,4873","-0,309772"
,,,,,,"123,5038","-0,3098156"
,,,,,,"123,5204","-0,3098591"
,,,,,,"123,5366","-0,3099025"
,,,,,,"123,5535","-0,3099456"
,,,,,,"123,5706","-0,3099885"
,,,,,,"123,5949","-0,3100524"
,,,,,,"123,62","-0,3101158"
,,,,,,"123,6364","-0,3101578"
,,,,,,"123,6544","-0,3101994"
,,,,,,"123,6706","-0,3102408"
,,,,,,"123,687","-0,310282"
,,,,,,"123,7117","-0,3103434"
,,,,,,"123,7379","-0,3104043"
,,,,,,"123,7542","-0,3104446"
,,,,,,"123,7704","-0,3104846"
,,,,,,"123,7872","-0,3105245"
,,,,,,"123,8038","-0,3105641"
,,,,,,"123,8283","-0,3106232"
,,,,,,"123,8537","-0,3106824"
,,,,,,"123,8707","-0,3107219"
,,,,,,"123,8871","-0,3107614"
,,,,,,"123,9033","-0,310801"
,,,,,,"123,9204","-0,3108406"
,,,,,,"123,9456","-0,3109002"
,,,,,,"123,9701","-0,3109596"
,,,,,,"123,9865","-0,310999"
,,,,,,"124,0033","-0,3110384"
,,,,,,"124,0198","-0,3110776"
,,,,,,"124,0362","-0,3111168"
,,,,,,"124,0612","-0,3111758"
,,,,,,"124,0872","-0,3112354"
,,,,,,"124,1035","-0,3112753"
,,,,,,"124,1192","-0,3113153"
,,,,,,"124,1366","-0,3113552"
,,,,,,"124,1528","-0,311395"
,,,,,,"124,1778","-0,3114554"
,,,,,,"124,2034","-0,3115162"
,,,,,,"124,2194","-0,3115568"
,,,,,,"124,2362","-0,311597"
,,,,,,"124,2535","-0,3116375"
,,,,,,"124,2696","-0,3116782"
,,,,,,"124,2867","-0,3117197"
,,,,,,"124,3111","-0,3117817"
,,,,,,"124,3365","-0,311844"
,,,,,,"124,3526","-0,311886"
,,,,,,"124,3695","-0,3119278"
,,,,,,"124,3864","-0,3119694"
,,,,,,"124,4034","-0,3120109"
,,,,,,"124,4285","-0,3120729"
,,,,,,"124,4537","-0,3121346"
,,,,,,"124,4696","-0,3121756"
,,,,,,"124,4867","-0,3122162"
,,,,,,"124,5033","-0,3122567"
,,,,,,"124,5198","-0,312297"
,,,,,,"124,5447","-0,3123572"
,,,,,,"124,5697","-0,3124169"
,,,,,,"124,587","-0,3124565"
,,,,,,"124,6036","-0,3124959"
,,,,,,"124,6197","-0,312535"
,,,,,,"124,6363","-0,312574"
,,,,,,"124,6619","-0,3126319"
,,,,,,"124,6859","-0,3126894"
,,,,,,"124,702","-0,3127274"
,,,,,,"124,7197","-0,3127652"
,,,,,,"124,7362","-0,3128028"
,,,,,,"124,7527","-0,3128404"
,,,,,,"124,7774","-0,3128964"
,,,,,,"124,8028","-0,3129521"
,,,,,,"124,8187","-0,312989"
,,,,,,"124,8365","-0,3130259"
,,,,,,"124,8532","-0,3130626"
,,,,,,"124,8692","-0,3130992"
,,,,,,"124,894","-0,3131542"
,,,,,,"124,919","-0,3132095"
,,,,,,"124,9364","-0,3132462"
,,,,,,"124,9527","-0,3132832"
,,,,,,"124,9708","-0,3133202"
,,,,,,"124,9862","-0,3133573"
,,,,,,"125,0028","-0,3133946"
,,,,,,"125,0281","-0,3134506"
,,,,,,"125,0528","-0,3135065"
,,,,,,"125,0698","-0,3135437"
,,,,,,"125,0861","-0,3135808"
,,,,,,"125,1022","-0,3136178"
,,,,,,"125,1192","-0,3136547"
,,,,,,"125,1442","-0,3137102"
,,,,,,"125,17","-0,3137655"
,,,,,,"125,1856","-0,3138022"
,,,,,,"125,2017","-0,313839"
,,,,,,"125,2196","-0,3138756"
,,,,,,"125,2351","-0,313912"
,,,,,,"125,2606","-0,3139664"
,,,,,,"125,2864","-0,3140205"
,,,,,,"125,3023","-0,3140564"
,,,,,,"125,319","-0,314092"
,,,,,,"125,3357","-0,3141276"
,,,,,,"125,3534","-0,3141632"
,,,,,,"125,3779","-0,3142164"
,,,,,,"125,4032","-0,3142696"
,,,,,,"125,4195","-0,314305"
,,,,,,"125,436","-0,3143404"
,,,,,,"125,453","-0,3143758"
,,,,,,"125,4695","-0,314411"
,,,,,,"125,4947","-0,3144634"
,,,,,,"125,5196","-0,3145156"
,,,,,,"125,5372","-0,3145502"
,,,,,,"125,553","-0,3145847"
,,,,,,"125,5694","-0,3146189"
,,,,,,"125,5856","-0,314653"
,,,,,,"125,6113","-0,3147038"
,,,,,,"125,6352","-0,3147543"
,,,,,,"125,6525","-0,3147876"
,,,,,,"125,6692","-0,314821"
,,,,,,"125,6864","-0,314854"
,,,,,,"125,7033","-0,314887"
,,,,,,"125,7202","-0,3149199"
